2016-01-20;Norway;Oslo;Kunstnernes Hus;Streifenjunko;;streifenjunko;
2016-02-12;Norway;Oslo;NMH, Lindemansalen;With Skrap;;;
2016-03-03;Norway;Bergen;Playdate;Streifenjunko;;streifenjunko;
2016-04-07;Norway;Inderøy;Inderøy Jazzforum;Streifenjunko;;streifenjunko;
2016-04-13;Norway;Oslo;Bidrobon;Christian Wallumrød Ensembe;;;
2016-04-20;Norway;Kongsberg;Jazz Evidence;More & More & More & The Instant Gratification;;;
2016-04-23;Germany;Bremen;Jazzahead;TJO & Ole Morten Vågan;;;
2016-05-10;Norway;Oslo;BlowOut, Mir;Streifenjunko and Sheriffs of Nothingness;;streifenjunko;
2016-06-22;Japan;Tokyo;Ftarri;Streifenjunko;;streifenjunko;
2016-06-23;Japan;Tokyo;Kid Ailack Art Hall;Streifenjunko;;streifenjunko;
2016-06-24;Japan;Chiba;Candy;Streifenjunko;;streifenjunko;
2016-06-25;Japan;Tokyo;Apollo Bar;Streifenjunko;;streifenjunko;
2016-06-27;Japan;Kobe;Guggenheim House;Streifenjunko;;streifenjunko;
2016-06-28;Japan;Kyoto;Yugue café;Streifenjunko;;streifenjunko;
2016-08-12;Spain;Bellver de Cerdanya;Festival Trama;Christian Wallumrød Ensemble;;;
2016-09-01;Norway;Kristiansand;Punkt festival;Streifenjunko;;streifenjunko;
2016-10-08;Norway;Oslo;Sentralen;Streifenjunko;;streifenjunko;
2016-10-09;Ireland;Galway;Galway Jazz Festival;Christian Wallumrød Ensemble;;;
2016-10-18;Norway;Oslo;Jakob kirke;Christian Wallumrød Ensemble;;;
2016-10-20;Belgium;Ghent;Handelsbeurs;Christian Wallumrød Ensemble;;;
2016-11-24;Germany;Cologne;KLAENG Festival, Stadtgarten;Streifenjunko;;streifenjunko;
2016-11-27;Italy;Bologna;AngelicA/Teatro San Leonardo;Streifenjunko;;streifenjunko;
2016-11-28;Italy;Rovereto;Loup;Streifenjunko;;streifenjunko;
2016-12-01;Italy;Trieste;Casa della Musica;Streifenjunko;;streifenjunko;
2016-12-03;Italy;Venice/Mestre;Candiani Groove;Streifenjunko;;streifenjunko;
2016-12-09;Germany;Berlin;KIMfest, Prachtwerk;Streifenjunko;;streifenjunko;
2017-01-07;Norway;Stavanger;Moving Sound / RIMI/IMIR;Streifenjunko;;streifenjunko;
2017-01-14;Norway;Oslo;All Ears (Victoria);Streifenjunko;;streifenjunko;
2017-01-18;Norway;Oslo;Periferien (Sentralen);Streifenjunko;;streifenjunko;
2017-01-20;Norway;Oslo;R.A.W. (NMH);Streifenjunko with Per Oddvar Johansen and Seijiro Murayama;;streifenjunko;
2017-02-04;Norway;Harstad;Ilios;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-03-08;Norway;Oslo;Ladyfest;With Propan;;;
2017-03-22;Norway;Oslo;Timani Academy;Christian Wallumrød Ensemble;;;
2017-03-24;Norway;Trondheim;Dokkhuset;Christian Wallumrød Ensemble;;;
2017-03-25;Italy;Bergamo;Bergamo Jazz Festival;Christian Wallumrød Ensemble;;;
2017-04-20;Norway;Brønnøysund;Brønnøysund Jazzforum;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-04-21;Norway;Oslo;Victoria;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-04-22;Netherlands;Rotterdam;Lantaren Venster;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-04-23;Netherlands;Nijmegen;Lux;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-05-03;Norway;Oslo;Victoria;Christian Wallumrød Ensemble;;;
2017-05-05;Switzerland;Geneva;AMR;Christian Wallumrød Ensemble;;;
2017-05-17;France;Paris;Instants Chavirés;Streifenjunko with Ingar Zach and Frédéric Blondy;;streifenjunko;
2017-06-08;Norway;Oslo;Bidrobon;Streifenjunko;;streifenjunko;
2017-06-10;Germany;Syke;Jazz Folk Bike;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-06-22;Norway;Trondheim;STARMUS;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-07-01;Norway;Mandal;Mandaljazz;Christian Wallumrød Ensemble;;;
2017-08-12;Iceland;Reykjavik;Reykjavik Jazz Festival;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-08-18;Norway;Oslo;Big Dipper record store;Nattsyntese release and mini concert;<em><a href="https://www.facebook.com/events/134851077114377/">Facebook-event</a></em>;solo;
2017-08-28;Norway;Oslo;Pøkk, Dokkhuset;Streifenjunko;<em><a href="https://www.facebook.com/events/1856742021308665/">Facebook-event</a></em>;streifenjunko;
2017-09-12;Norway;Oslo;BlowOut, Mir;Streifenjunko;<em><a href="https://www.facebook.com/events/271566849914063/">Facebook-event</a></em>;streifenjunko;
2017-09-28;Norway;Kongsberg;Kongsberg Internasjonale Filmfestival;With Christian Meaas Svendsen;;;
2017-09-29;Norway;Oslo;Ila Fysikalske Opening Fest;Streifenjunko;With Sheriffs of Nothingness<br /><em><a href="https://www.facebook.com/events/1926593744282776/">Facebook-event</a></em>;streifenjunko;
2017-10-04;Norway;Oslo;Kafé Hærverk;Nattsyntese release concert;<em><a href="https://www.facebook.com/events/114998649204339/">Facebook-event</a></em>;solo;
2017-10-10;Norway;Oslo;Naustet Viseklubb;With Christian Meaas Svendsen;;;
2017-10-19;Macedonia;Skopje;Skopje Jazz Festival;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2017-11-11;Belgium;Mechelen;Brand! jazzfestival;Christian Wallumrød Ensemble;;;
2017-11-13;France;Pantin;La Dynamo de Banlieues Bleues;Christian Wallumrød Ensemble;;;
2017-11-21;Norway;Oslo;Ila Fysikalske;Johansen/Murayama/Lønning/Reinertsen;Per Oddvar Johansen / Seijiro Murayama / Eivind Lønning / Espen Reinertsen. Concert starts at 19:00;streifenjunko;
2017-11-30;Norway;Oslo;Ila Fysikalske;Nørstebø/Chen/Lønning/Reinertsen;Henrik Nørstebø / Audrey Chen / Eivind Lønning / Espen Reinertsen;streifenjunko;
2017-12-02;Norway;Oslo;Kulturhuset;Nattsyntese mini concert;Indie Label Marked at 15:00;solo;
2018-02-08;Norway;Oslo;Kulturkirken Jakob;Trondheim Jazz Orchestra and Espen Reinertsen;;;
2018-02-09;Norway;Trondheim;Dokkhuset;Trondheim Jazz Orchestra and Espen Reinertsen;;;
2018-02-27;Switzerland;Geneva;AMR;Christian Wallumrød Ensemble;;;
2018-03-16;Norway;Oslo;RAW at NMH;Nattsyntese/Forgaflingspop;;solo;
2018-04-08;Germany;Bremen;Sendesaal;Christian Wallumrød Ensemble;;;
2018-04-12;Norway;Oslo;Sentralen;Streifenjunko;<em><a href="https://www.facebook.com/events/2058232371086648/">Facebook-event</a></em>;streifenjunko;
2018-04-14;Norway;Stavanger;Ny Musikk/Rimi/Imir;Streifenjunko;<em><a href="https://www.facebook.com/events/2039160316331024/">Facebook-event</a></em>;streifenjunko;
2018-04-24;Norway;Oslo;Blow Out;w/ Fredrik Rasten/Andrea Neumann;;;
2018-04-28;Norway;Inderøy;Soddjazz;Streifenjunko;<em><a href="https://soddjazz.no/arrangement/streifenjunko/">More info</a></em>;streifenjunko;
2018-05-19;Italy;Vicenza;Vicenza Jazz Festival;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2018-05-20;England;London;Ronnie Scott's;Trondheim Jazz Orchestra and Ole Morten Vågan;;;
2018-06-02;Norway;Bergen;Nattjazz;Nattsyntese/Forgaflingspop;<em><a href="http://www.nattjazz.no/artister/espenreinertsen">More info</a></em>;solo;
